player name,id,team,position,GW 1,GW 2,GW 3,GW 4,GW 5,GW 6,GW 7,GW 8,GW 9,GW 10,GW 11,GW 12,GW 13,GW 14,GW 15,GW 16,GW 17,GW 18,GW 19,GW 20,GW 21,GW 22,GW 23,GW 24,GW 25,GW 26,GW 27,GW 28,GW 29,GW 30,GW 31,GW 32,GW 33,GW 34,GW 35,GW 36,GW 37
Keane,156,Everton,Defender,6.0,7.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2.0,8.0,,0.0,11.0,,2.0,0.0,1.0,3.0,1.0,7.0,17.0,1.0,1.0,,2.0,5.0,1.0,0.0,0.0,12.0,2.0,7.0
Pickford,157,Everton,Goalkeeper,8.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,9.0,0.0,2.0,5.0,,3.0,2.0,,3.0,1.0,0.0,0.0,2.0,11.0,13.0,3.0,0.0,,0.0,0.0,1.0,9.0,2.0,12.0,2.0,7.0
André Gomes,158,Everton,Midfielder,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,,1.0,4.0,,2.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,2.0,,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0
Iwobi,159,Everton,Midfielder,0.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,6.0,2.0,3.0,,0.0,8.0,,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0
Kenny,160,Everton,Defender,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gbamin,161,Everton,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mina,162,Everton,Defender,6.0,1.0,2.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,6.0,11.0,7.0,,2.0,2.0,,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,7.0,0.0,7.0
Davies,163,Everton,Midfielder,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,,1.0,2.0,,2.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,6.0,,2.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0
Calvert-Lewin,164,Everton,Forward,8.0,17.0,6.0,6.0,6.0,1.0,8.0,5.0,13.0,2.0,6.0,5.0,5.0,4.0,1.0,,2.0,0.0,,2.0,2.0,9.0,12.0,0.0,4.0,4.0,2.0,6.0,,2.0,0.0,0.0,2.0,8.0,11.0,2.0,2.0
Holgate,165,Everton,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,14.0,2.0,7.0,,2.0,1.0,,2.0,0.0,1.0,1.0,2.0,6.0,11.0,0.0,1.0,,2.0,5.0,1.0,5.0,1.0,7.0,1.0,1.0
Richarlison,166,Everton,Forward,2.0,12.0,8.0,1.0,-1.0,0.0,0.0,0.0,5.0,2.0,7.0,1.0,8.0,2.0,0.0,,2.0,1.0,,2.0,2.0,2.0,2.0,7.0,8.0,17.0,2.0,2.0,,2.0,2.0,2.0,5.0,2.0,4.0,2.0,9.0
Virgínia,167,Everton,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon,168,Everton,Midfielder,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kean,169,Everton,Forward,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branthwaite,170,Everton,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,502,Everton,Midfielder,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,,0.0,0.0,2.0,2.0,2.0,5.0,2.0,3.0
Rodríguez,508,Everton,Midfielder,3.0,12.0,2.0,18.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,,8.0,1.0,0.0,7.0,3.0,6.0,0.0,0.0,0.0,,11.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0
Doucouré,512,Everton,Midfielder,3.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,3.0,2.0,6.0,,2.0,1.0,,0.0,2.0,2.0,10.0,3.0,3.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0
Nkounkou,559,Everton,Defender,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godfrey,566,Everton,Defender,,,,,1.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,5.0,2.0,5.0,,1.0,2.0,,2.0,0.0,4.0,1.0,2.0,6.0,12.0,-1.0,1.0,,1.0,6.0,1.0,9.0,1.0,18.0,2.0,6.0
Olsen,573,Everton,Goalkeeper,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Simms,596,Everton,Forward,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onyango,644,Everton,Midfielder,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
King,651,Everton,Forward,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,2.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
John,679,Everton,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Broadhead,680,Everton,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Astley,681,Everton,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrer,682,Everton,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Welch,690,Everton,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Price,691,Everton,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loftus-Cheek,115,Fulham,Midfielder,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,3.0,2.0,3.0,3.0,1.0,3.0,,,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,1.0,2.0,0.0,2.0,3.0,1.0,,0.0,1.0,0.0,1.0
Fabri,171,Fulham,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
McDonald,172,Fulham,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Le Marchand,173,Fulham,Defender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Johansen,174,Fulham,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Cairney,175,Fulham,Midfielder,1.0,0.0,1.0,2.0,2.0,9.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Ream,176,Fulham,Defender,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0
Knockaert,177,Fulham,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Hector,178,Fulham,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Christie,179,Fulham,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Kebano,180,Fulham,Midfielder,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Decordova-Reid,181,Fulham,Forward,1.0,5.0,1.0,2.0,0.0,1.0,7.0,2.0,4.0,5.0,2.0,9.0,2.0,2.0,1.0,,,2.0,1.0,2.0,7.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,,2.0,2.0,5.0,5.0
Bryan,182,Fulham,Defender,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,10.0
Bettinelli,183,Fulham,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Mitrović,184,Fulham,Forward,1.0,12.0,2.0,2.0,0.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,,,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,8.0,2.0,0.0,,1.0,2.0,0.0,0.0
Mawson,185,Fulham,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Rodák,186,Fulham,Goalkeeper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Cavaleiro,187,Fulham,Midfielder,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,10.0,2.0,2.0,3.0,0.0,3.0,,,8.0,4.0,3.0,6.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,,2.0,2.0,2.0,2.0
Onomah,188,Fulham,Midfielder,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0
Seri,189,Fulham,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Kamara,190,Fulham,Midfielder,2.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Anguissa,191,Fulham,Midfielder,1.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,7.0,2.0,2.0,3.0,2.0,2.0,,,1.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,2.0,,2.0,1.0,2.0,2.0
Sessegnon,192,Fulham,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Reed,373,Fulham,Midfielder,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,,,2.0,4.0,2.0,4.0,1.0,3.0,8.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,,0.0,0.0,2.0,1.0
Robinson,484,Fulham,Defender,0.0,0.0,0.0,2.0,2.0,1.0,7.0,2.0,0.0,2.0,1.0,2.0,5.0,1.0,6.0,,,2.0,-2.0,0.0,1.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,,1.0,1.0,0.0,0.0
Lemina,493,Fulham,Midfielder,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,,,0.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,10.0,2.0,1.0,2.0,2.0,5.0,,2.0,1.0,0.0,1.0
Areola,516,Fulham,Goalkeeper,0.0,1.0,1.0,3.0,3.0,3.0,6.0,4.0,2.0,2.0,2.0,3.0,9.0,3.0,8.0,,,3.0,5.0,10.0,1.0,2.0,6.0,8.0,6.0,8.0,8.0,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,3.0
Tete,517,Fulham,Defender,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,3.0,6.0,1.0,0.0,9.0,8.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,0.0,,0.0,0.0,1.0,1.0
Odoi,525,Fulham,Defender,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Lookman,557,Fulham,Midfielder,,,,1.0,10.0,2.0,2.0,0.0,5.0,9.0,2.0,4.0,3.0,2.0,3.0,,,4.0,8.0,3.0,2.0,2.0,3.0,5.0,11.0,4.0,3.0,2.0,5.0,1.0,0.0,3.0,,2.0,2.0,1.0,1.0
Aina,562,Fulham,Defender,,,,2.0,2.0,1.0,15.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,6.0,,,2.0,2.0,6.0,1.0,0.0,0.0,20.0,8.0,3.0,6.0,1.0,1.0,1.0,6.0,2.0,,0.0,0.0,1.0,0.0
Andersen,571,Fulham,Defender,,,,,0.0,0.0,6.0,2.0,1.0,2.0,1.0,1.0,8.0,-1.0,6.0,,,1.0,3.0,6.0,1.0,1.0,6.0,13.0,7.0,8.0,7.0,1.0,7.0,0.0,2.0,1.0,,1.0,1.0,0.0,1.0
Adarabioyo,572,Fulham,Defender,,,,,2.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,9.0,7.0,6.0,,,2.0,3.0,6.0,1.0,1.0,6.0,9.0,6.0,8.0,9.0,1.0,1.0,1.0,0.0,2.0,,1.0,1.0,1.0,2.0
Kongolo,585,Fulham,Defender,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0
Maja,665,Fulham,Forward,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,8.0,,2.0,1.0,1.0,0.0
Carvalho,695,Fulham,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,7.0,2.0
Morgan,216,Leicester,Defender,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Schmeichel,217,Leicester,Goalkeeper,6.0,2.0,2.0,2.0,3.0,10.0,3.0,6.0,4.0,2.0,2.0,7.0,2.0,7.0,1.0,2.0,2.0,,17.0,2.0,2.0,6.0,6.0,3.0,2.0,5.0,2.0,6.0,,1.0,1.0,6.0,2.0,2.0,2.0,,2.0
Fuchs,218,Leicester,Defender,0.0,0.0,1.0,0.0,0.0,6.0,2.0,7.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Evans,219,Leicester,Defender,0.0,0.0,2.0,0.0,1.0,5.0,0.0,5.0,-1.0,1.0,2.0,5.0,0.0,6.0,1.0,8.0,2.0,,14.0,2.0,1.0,7.0,6.0,1.0,2.0,1.0,0.0,6.0,,1.0,1.0,15.0,5.0,10.0,0.0,,0.0
Silva,220,Leicester,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Albrighton,221,Leicester,Midfielder,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,5.0,,8.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,4.0,,2.0,4.0,1.0,1.0,1.0,15.0,,2.0
James,222,Leicester,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Ward,223,Leicester,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Vardy,224,Leicester,Forward,13.0,2.0,17.0,2.0,0.0,7.0,14.0,4.0,2.0,5.0,8.0,13.0,2.0,12.0,5.0,1.0,5.0,,4.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,13.0,,2.0,2.0,10.0,2.0,2.0,7.0,,2.0
Praet,225,Leicester,Midfielder,6.0,8.0,2.0,0.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
Pereira,226,Leicester,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,,1.0,3.0,0.0,0.0,0.0,1.0,,0.0
Amartey,227,Leicester,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0
Tielemans,228,Leicester,Midfielder,3.0,2.0,6.0,2.0,1.0,2.0,15.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,7.0,,15.0,10.0,2.0,3.0,3.0,2.0,2.0,8.0,4.0,3.0,,2.0,2.0,3.0,2.0,2.0,7.0,,2.0
Pérez,229,Leicester,Midfielder,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,1.0,2.0,0.0,,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,8.0,,2.0,0.0,1.0,1.0,1.0,6.0,,1.0
Gray,230,Leicester,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Maddison,231,Leicester,Midfielder,1.0,1.0,10.0,0.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,16.0,2.0,3.0,4.0,0.0,10.0,,17.0,2.0,5.0,11.0,2.0,8.0,9.0,0.0,0.0,0.0,,1.0,0.0,3.0,2.0,2.0,3.0,,1.0
Iheanacho,233,Leicester,Forward,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,6.0,2.0,0.0,0.0,11.0,9.0,17.0,,2.0,13.0,6.0,12.0,5.0,9.0,,6.0
Choudhury,234,Leicester,Midfielder,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
Barnes,235,Leicester,Midfielder,3.0,13.0,2.0,2.0,2.0,3.0,8.0,1.0,2.0,6.0,0.0,1.0,2.0,3.0,7.0,8.0,2.0,,15.0,6.0,8.0,3.0,3.0,12.0,13.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Ndidi,236,Leicester,Midfielder,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,,14.0,1.0,0.0,0.0,0.0,8.0,1.0,9.0,2.0,6.0,,1.0,1.0,3.0,2.0,2.0,4.0,,6.0
Benkovic,237,Leicester,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Söyüncü,238,Leicester,Defender,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,6.0,5.0,2.0,2.0,3.0,2.0,6.0,,0.0,0.0,6.0,2.0,2.0,11.0,,1.0
Justin,239,Leicester,Defender,9.0,7.0,1.0,1.0,2.0,6.0,2.0,6.0,0.0,1.0,2.0,11.0,1.0,8.0,1.0,2.0,1.0,,14.0,1.0,1.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Thomas,240,Leicester,Defender,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,,0.0,1.0,6.0,2.0,2.0,9.0,,1.0
Castagne,498,Leicester,Defender,14.0,9.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,12.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,6.0,,1.0,1.0,11.0,9.0,2.0,2.0,,1.0
Mendy,518,Leicester,Midfielder,3.0,1.0,5.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0
Ünder,541,Leicester,Midfielder,,,0.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
